Tool_ID,Material_Type,Spindle_Speed,Feed_Rate,Cutting_Depth,Coolant_Condition,Vibration_X,Vibration_Y,Acoustic_Signal,Spindle_Load,Vib_X_Normalized,Vib_Y_Normalized,Acoustic_Normalized,Spindle_Load_Normalized,RMS_Vibration,Kurtosis_Vibration,Spectral_Centroid,Energy_SpindleLoad,Tool_Wear_Level,RUL,Failure_Flag,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
7,Aluminum,2065,0.175,0.89,ON,0.2638884943500218,-0.8139717958905116,-0.9344853483095023,67.41660663972287,0.23839612907090055,-0.8382642985385581,-0.9191601253092018,1.8017937060415143,0.8556793920362615,2.275909360039713,1173.3598792583832,4544.998850815126,0.0,97.28342850269907,0,0.17544034458033667,-0.5222122265121455,-0.31824491475683536,0.9039045554638461,0.23845833327789742,0.05522688311379082,0.8075530144855749,-1.3826747046791545,-0.6103956228435276,0.16943756457296485,0.9001033339249338,0.5152260470692581,0.04850418949708691
20,Steel,808,0.478,0.24,ON,-1.454614748577161,-0.6099027069492022,1.375179057607244,55.136012339746955,-1.4515141788387858,-0.6338659261062146,1.3826793471265493,0.5274471625675449,1.5773031980954586,3.674255594320778,3884.260564433617,3039.9798567287285,0.0,100.0,0,-0.12989461095120813,0.9717380125217053,0.03842217897642197,-0.8426150405889085,-0.271422711192989,0.9291036089519498,0.9325294858465353,0.45358999362637137,-1.1508909728518033,0.08566281348892604,-0.2725198642050003,-0.20738499649879646,-0.09469672430407819
15,Steel,842,0.078,0.29,ON,0.11083637869222239,-1.4456102007765625,1.873576393897136,42.7035359793842,0.08789053709020499,-1.4709219077544327,1.879388158454294,-0.7626600496445859,1.4498529426913818,4.230076148601862,7614.408568449145,1823.5919851425608,8.764385529690886,94.5341912789113,0,0.44866470504401545,0.7655040837808318,1.1499371558400613,0.31752592031489413,2.292516573796697,0.6932858498067399,0.1398702657020494,1.3342061072926286,-1.3842501398130258,1.575001644808793,0.6666462717838615,-0.5452179584522279,-0.126347470053121
11,Titanium,935,0.321,0.89,OFF,-1.4264639114237452,0.04042893983346719,-0.8934190858392855,55.83050730963885,-1.4238317231450666,0.01751508820239208,-0.8782329916108185,0.599514298955523,1.427036716335774,2.5877332482111743,6763.518257770623,3117.0455464516367,5.930864885723047,100.0,0,-0.844999909091625,1.0930998828254233,0.6144905511305414,0.7558583335773799,-0.8596846452452493,-1.4819658425744429,0.9833696334909083,-1.963537902275678,-0.9073502352243077,-1.4985909575189418,1.4816188118929945,1.0383063258597556,-1.595667912544056
8,Aluminum,676,0.076,0.68,ON,0.3583340711969214,-0.7726733906604571,-0.08283837842460157,49.6271878198041,0.3312702941368869,-0.7968992546856782,-0.07039845809925628,-0.04419874593768063,0.8517203033950099,3.167482421630333,7509.713971117101,2462.8577709021124,0.0,91.32906692100731,0,0.5965433865230575,-0.02313351908421224,0.9628112328239639,1.384203093387719,-0.19383917324442895,-0.17278800544025036,0.6876107354110753,-0.7689390407637191,0.6874395064024602,2.244170951200167,0.5952702468917276,-0.26058385640705434,0.27646755814803736
7,Steel,638,0.452,1.86,ON,-2.1286491245185197,0.7862982309002783,-0.4498663007101679,26.51998865595656,-2.114333783327038,0.7645879052186345,-0.4361829230798587,-2.442012619153202,2.2692315887168433,4.78194017978533,1777.7922745063233,703.3097983120646,0.0,94.95757137768788,0,-1.7583540283924297,0.883024557866187,0.30185332403260934,0.9717694688979771,0.9164824334265004,-1.803400451510371,-0.4169872957668561,1.1112396321422435,0.5048479816515222,1.5194473932300956,-1.055705416243956,1.9181971149087877,-0.5318897654222474
19,Steel,693,0.288,0.81,OFF,-1.8515868342905866,0.6400560810329173,-0.42023907486497714,54.61998023703093,-1.8418813325584664,0.6181097807316264,-0.4066560715881329,0.4738989620200306,1.959093053375835,4.531251958696201,3595.6728764137065,2983.3422410936496,0.0,96.23010154458416,0,-1.298069751257129,-0.5861362637630572,-0.8454109822114924,0.5724294463977242,-0.8181339862468417,-1.822958986433903,0.9095121105888697,0.9330758289028058,0.8833303050498349,0.3976666332775256,0.5199264394387842,0.04768592805290827,-0.10553109069472195
11,Titanium,1684,0.351,1.54,OFF,0.8185487164399984,1.6881570529027907,1.1859082554298621,51.16650650015607,0.7838277600876388,1.6679019560501165,1.1940497772568301,0.11553500893567185,1.8761386506468558,4.394881794638195,4884.9824488164,2618.011387430513,0.0,100.0,0,1.8257245471685153,-0.2575659346052936,-0.6136604679085468,-0.6377319631499931,0.7656120919354013,-0.5088751954202513,-1.284177486358534,-0.9256914526049214,-0.45980029640291364,0.6181571345164688,0.7547950948848342,0.16412721278038755,0.9480037817264638
11,Steel,1442,0.424,1.11,ON,-0.5468384551947827,0.3663274835410772,-1.3119615453661218,61.564177714974385,-0.558841719955372,0.34393949798188844,-1.295357467253771,1.194492268586249,0.6582006694598195,2.118303986926761,6041.881859327618,3790.147977720949,5.8254820138542724,100.0,0,-1.2561800267217864,-0.3262932244047908,-0.9326596392412789,-0.7857751523064146,-0.47947148216926494,-0.12799291927193143,0.4864863982101155,1.1598780856903912,-0.41536459525410646,-0.2280672262715907,1.6768595421940247,2.2397640505210643,-0.8115255441008488
4,Aluminum,1024,0.118,1.44,OFF,-0.9878580736322409,0.5206777670800737,0.46646969093630625,42.49906342511694,-0.9925235312962639,0.4985388393300295,0.47704860535433796,-0.783877987995199,1.1166776216849217,2.4967356689995497,3747.186586115648,1806.1703920121122,4.9644798472368885,96.41093308919658,0,-1.9599588520368607,0.023865018224493963,0.5907808419262054,-1.1385788851296799,1.003236261145048,-0.42417755235716886,-1.1660143893757533,0.04490704200089535,1.6537224410494387,0.15008553098701116,0.5849859917152077,0.3096471648499399,-0.10239424295726311
